NAME,GAIA_DESIG,RA,DEC,GLON,GLAT,SPEC_CLASS,SPEC_SIMBAD,COLOUR_SDSS,COLOUR_APASS,COLOUR_PS1,COLOUR_SKYM,PLX,PLX_ZP,e_PLX,M_G,G_GAIA,e_G_GAIA,BP_GAIA,e_BP_GAIA,RP_GAIA,e_RP_GAIA,PMRA_GAIA,e_PMRA_GAIA,PMDEC_GAIA,e_PMDEC_GAIA,RV_SDSS,e_RV_SDSS,RV_LAMOST,e_RV_LAMOST,TEFF,e_TEFF,LOG_G,e_LOG_G,LOG_Y,e_LOG_Y,PARAMS_REF,EB-V,e_EB-V,AV,FUV_GALEX,e_FUV_GALEX,NUV_GALEX,e_NUV_GALEX,V_APASS,e_V_APASS,B_APASS,e_B_APASS,g_APASS,e_g_APASS,r_APASS,e_r_APASS,i_APASS,e_i_APASS,u_SDSS,e_u_SDSS,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,I_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,u_VST,e_u_VST,g_VST,e_g_VST,r_VST,e_r_VST,I_VST,e_i_VST,z_VST,e_z_VST,u_SKYM,e_u_SKYM,v_SKYM,e_v_SKYM,g_SKYM,e_g_SKYM,r_SKYM,e_r_SKYM,i_SKYM,e_i_SKYM,z_SKYM,e_z_SKYM,g_PS1,e_g_PS1,r_PS1,e_r_PS1,i_PS1,e_i_PS1,z_PS1,e_z_PS1,y_PS1,e_y_PS1,J_2MASS,e_J_2MASS,H_2MASS,e_H_2MASS,K_2MASS,e_K_2MASS,Y_UKIDSS,e_Y_UKIDSS,J_UKIDSS,e_J_UKIDSS,H_UKIDSS,e_H_UKIDSS,K_UKIDSS,e_K_UKIDSS,Z_VISTA,e_Z_VISTA,Y_VISTA,e_Y_VISTA,J_VISTA,e_J_VISTA,H_VISTA,e_H_VISTA,Ks_VISTA,e_Ks_VISTA,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4
LAMOSTJ125050.35+161004.4,Gaia EDR3 3934486949931442176,192.70949123087,16.16749988992,302.17430181250,79.03836879436,sdB,sdB,sdB,sdO/B,sdO/B,,1.1779,1.1999,0.0393,4.7908,14.3951,0.0028,14.2666,0.0031,14.6497,0.0040,9.2320,0.0470,-10.4080,0.0530,,,,,26675,275,5.56,0.03,-2.46,0.03,2021ApJS..256...28L,0.020,0.001,0.064,13.336,0.009,13.717,0.006,14.460,0.025,14.278,0.026,14.234,0.022,14.750,0.058,15.120,0.032,14.039,0.003,14.139,0.003,14.615,0.003,14.948,0.004,15.268,0.005,,,,,,,,,,,,,,,,,,,,,,,14.2213,0.0028,14.6303,0.0011,14.9829,0.0033,15.2399,0.0027,15.3985,0.0035,15.037,0.037,15.013,0.080,15.104,0.111,,,,,,,,,,,,,,,,,,,15.330,0.039,15.531,0.115,12.240,,8.580,
PG1248+164,Gaia EDR3 3934486949931442176,192.70949123087,16.16749988992,302.17430870636,79.03836733527,sdB+WD,sdB,sdB,sdO/B,sdO/B,,1.1779,1.1999,0.0393,4.7908,14.3951,0.0028,14.2666,0.0031,14.6497,0.0040,9.2319,0.0468,-10.4078,0.0533,,,8,2,26600,1000,5.68,0.15,-3.00,0.10,2001MNRAS.326.1391M,0.020,0.001,0.063,13.377,0.009,13.925,0.004,14.460,0.025,14.278,0.026,14.234,0.022,14.750,0.058,15.120,0.032,14.069,0.004,14.133,0.004,14.635,0.004,14.958,0.005,15.259,0.006,,,,,,,,,,,,,,,,,,,,,,,14.2210,0.0030,14.6300,0.0010,14.9830,0.0030,15.2400,0.0030,15.3990,0.0030,15.037,0.037,15.013,0.080,15.104,0.111,,,,,,,,,,,,,,,,,,,15.243,0.047,15.501,0.146,12.685,,8.620,
HZ32,Gaia EDR3 1517524890432603520,192.75616344133,37.18045595665,123.40350983874,79.94741562756,sdB+K2,sdB,sd+MS,,,,0.3881,0.4198,0.0332,3.6411,15.5260,0.0028,15.5831,0.0035,15.3755,0.0044,-6.0914,0.0249,-6.6335,0.0233,-59,4,-40,21,43429,547,5.65,0.05,-3.07,0.17,2021ApJS..256...28L,0.013,0.000,0.040,,,,,15.537,0.093,15.702,0.044,15.684,,15.797,,15.835,,15.597,0.005,15.528,0.003,15.616,0.004,15.688,0.004,15.792,0.006,,,,,,,,,,,,,,,,,,,,,,,15.5870,0.0030,15.6480,0.0030,15.7190,0.0020,15.7910,0.0050,15.8400,0.0030,15.118,0.038,14.808,0.061,14.850,0.085,,,,,,,,,,,,,,,,,,,14.951,0.038,15.035,0.083,12.930,,8.950,
SDSSJ125122.06-023737.21,Gaia EDR3 3682377042580397056,192.84185816710,-2.62702850171,302.89645065431,60.24471664388,sdB,sdB,sd+MS,,sd+MS,,0.0518,0.0816,0.1207,,17.4938,0.0029,17.6194,0.0125,17.2777,0.0136,-8.3837,0.1547,-1.4513,0.1649,246,7,351,8,29108,463,5.41,0.09,,,2016MNRAS.455.3413K,0.018,0.001,0.056,18.440,0.840,18.810,0.330,,,,,,,,,,,18.118,0.012,17.561,0.005,17.541,0.005,17.569,0.007,17.601,0.019,17.83190,0.01105,17.60410,0.00350,17.58650,0.00378,17.59620,0.00690,17.56060,0.01370,,,,,,,,,,,,,17.5980,0.0050,17.5700,0.0060,17.5990,0.0040,17.6540,0.0050,17.6780,0.0130,16.735,0.135,16.632,,15.986,,,,,,,,,,,,,,,,,,,,16.637,0.088,16.805,0.381,12.674,,9.015,
SDSSJ125129.03+164509.9,Gaia EDR3 3934579240188712576,192.87095247711,16.75274740753,302.99291744102,79.62449197252,sdB,sdB,sdB,,sdO/B,,0.5093,0.4929,0.2622,,19.0794,0.0034,19.0238,0.0203,19.4028,0.0439,-4.8475,0.3578,-1.4965,0.2862,232,15,,,,,,,,,,0.018,0.001,0.056,17.762,0.057,18.240,0.052,,,,,,,,,,,18.708,0.018,18.841,0.009,19.279,0.013,19.700,0.022,19.956,0.087,,,,,,,,,,,,,,,,,,,,,,,18.9110,0.0130,19.3130,0.0090,19.6920,0.0140,19.9420,0.0290,20.1510,0.0980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG1248+066,Gaia EDR3 3709293602624709760,192.87152657956,6.36445164707,302.96569090490,69.23619848742,He-sdO,sdOHe,sdO,sdO/B,sdO/B,,0.2813,0.2850,0.0587,,16.1041,0.0028,15.9368,0.0041,16.4163,0.0060,-6.9090,0.0800,-5.4211,0.0648,-39,5,,,,,,,,,,0.024,0.001,0.074,14.511,0.015,14.835,0.007,16.222,0.143,15.920,0.037,15.877,0.035,16.422,0.102,,,15.400,0.005,15.845,0.004,16.357,0.005,16.733,0.005,17.069,0.011,,,,,,,,,,,,,,,,,,,,,,,15.9310,0.0030,16.3810,0.0030,16.7510,0.0030,17.0400,0.0070,17.2230,0.0060,16.660,0.150,17.490,,16.856,,16.772,0.012,,,16.970,0.036,17.199,0.086,,,,,,,,,,,,,,,,,,
GALEXJ12521+1151,Gaia EDR3 3927916302803458304,193.03455085121,11.85110486695,303.58216858639,74.72197071256,sdB,sdB,sdB,sdO/B,sdO/B,,0.6356,0.6531,0.0492,4.3122,15.2375,0.0028,15.0886,0.0034,15.5272,0.0046,-14.9086,0.0536,-4.6197,0.0544,,,-66,3,30842,297,5.45,0.05,-2.81,0.09,2021ApJS..256...28L,0.025,0.001,0.078,14.080,0.008,14.356,0.004,15.272,0.033,15.054,0.077,15.042,0.024,15.561,0.042,15.852,,14.742,0.004,14.988,0.003,15.472,0.004,15.829,0.004,16.173,0.007,,,,,,,,,,,,,,,,,,,,,,,15.0660,0.0040,15.4960,0.0020,15.8700,0.0020,16.1390,0.0050,16.3110,0.0050,16.134,0.125,15.947,0.205,16.811,,15.801,0.007,15.920,0.009,16.013,0.016,16.165,0.030,,,,,,,,,,,16.412,0.094,16.476,,12.715,,9.102,
EC12495-1404,Gaia EDR3 3525433405666659328,193.04335261204,-14.35168065361,303.20085840380,48.51968528393,sdB,sdB,,sdO/B,sdO/B,sdB,0.3421,0.3688,0.0553,1.8922,14.0586,0.0028,13.9076,0.0032,14.3422,0.0039,-3.7015,0.0718,-4.5047,0.0497,,,,,,,,,,,,0.048,0.002,0.148,13.245,0.012,14.154,0.006,14.116,0.024,13.932,0.048,13.944,0.058,14.420,0.129,14.760,0.043,,,,,,,,,,,,,13.82710,0.00056,14.36120,0.00083,14.66450,0.00112,14.89630,0.00236,13.6540,0.0100,13.7100,0.0190,13.9700,0.0040,14.2990,0.0020,14.7230,0.0020,15.0060,0.0060,13.8980,0.0020,14.3250,0.0007,14.7000,0.0030,14.9700,0.0020,15.1420,0.0050,14.746,0.030,14.833,0.061,15.133,0.151,,,,,,,,,,,14.5989,0.0030,14.7041,0.0038,14.8111,0.0077,14.9218,0.0159,15.042,0.039,15.107,0.098,12.317,,9.193,
EC12497-2725,Gaia EDR3 3495516037872323840,193.10125276500,-27.69659825016,303.19381247788,35.17465997941,sdB,sdB,,sdO/B,sdO/B,sdB,0.4655,0.4970,0.0503,3.1757,14.6940,0.0029,14.6093,0.0033,14.8340,0.0040,6.7993,0.0711,-14.2209,0.0366,,,,,,,,,,,,0.057,0.002,0.175,13.587,0.011,14.049,0.004,14.744,0.017,14.587,0.041,14.565,0.018,14.929,0.036,15.219,0.063,,,,,,,,,,,,,,,,,,,,,14.4100,0.0060,14.4420,0.0080,14.6290,0.0120,14.8870,0.0090,15.2230,0.0020,15.4370,0.0280,14.5880,0.0008,14.9210,0.0020,15.1870,0.0010,15.3550,0.0020,15.4600,0.0080,14.847,0.035,14.660,0.055,14.726,0.103,,,,,,,,,,,14.8709,0.0031,14.8118,0.0036,,,14.5968,0.0104,14.625,0.031,14.822,0.064,12.869,,9.385,
PG1249-028,Gaia EDR3 3682304199935092096,193.12329452942,-3.02490385652,303.45637612381,59.84577155755,sdB,sdB,sdB,sdO/B,sdO/B,sdB,0.5781,0.5984,0.0508,4.5171,15.6322,0.0028,15.4929,0.0037,15.9185,0.0052,-16.6375,0.0667,3.3801,0.0629,86,3,63,3,34220,300,5.91,0.06,-3.06,0.17,2021ApJS..256...28L,0.017,0.000,0.051,14.345,0.010,14.705,0.005,15.618,0.029,15.553,0.071,15.455,,15.891,,,,15.121,0.004,15.317,0.003,15.852,0.003,16.191,0.004,16.528,0.009,14.90310,0.00215,15.46600,0.00115,15.93340,0.00153,16.23410,0.00254,16.49370,0.00572,15.1800,0.0080,15.2910,0.0310,15.5090,0.0270,15.8950,0.0100,16.3260,0.0190,16.6270,0.0400,15.4700,0.0020,15.9060,0.0030,16.2560,0.0040,16.5360,0.0030,16.7190,0.0050,16.159,0.083,17.589,,15.652,,,,,,,,,,,,,,,,,,,,16.688,0.112,16.450,,12.413,,8.863,0.414
LAMOSTJ125229.60-030129.6,Gaia EDR3 3682304199935092096,193.12329452942,-3.02490385652,303.45638066180,59.84577107980,sdB,sdBHe0,sdB,sdO/B,sdO/B,sdB,0.5781,0.5984,0.0508,4.5171,15.6322,0.0028,15.4929,0.0037,15.9185,0.0052,-16.6380,0.0670,3.3800,0.0630,,,,,30669,195,5.78,0.05,-4.03,1.22,2021ApJS..256...28L,0.017,0.000,0.051,14.378,0.016,14.642,0.007,15.618,0.029,15.553,0.071,15.455,0.000,15.891,0.000,,,15.121,0.004,15.317,0.003,15.852,0.003,16.191,0.004,16.528,0.009,14.90310,0.00220,15.46600,0.00110,15.93340,0.00150,16.23410,0.00250,16.49370,0.00570,15.1800,0.0080,15.2910,0.0310,15.5090,0.0270,15.8950,0.0100,16.3260,0.0190,16.6270,0.0400,15.4698,0.0016,15.9065,0.0033,16.2558,0.0037,16.5358,0.0030,16.7189,0.0047,16.159,0.083,17.589,,15.652,,,,,,,,,,,,,,,,,,,,16.476,0.082,16.458,,12.373,,8.419,
SDSSJ125238.88-012028.0,Gaia EDR3 3688802927834848000,193.16204819398,-1.34118824905,303.56645315379,61.52907063399,sdB,sdB,sdB,,sdO/B,,-1.1727,-1.1691,0.5205,,19.7049,0.0043,19.7058,0.0464,19.8835,0.0869,-0.7737,0.5994,-1.3232,0.5307,157,22,,,,,,,,,,0.019,0.002,0.060,20.130,0.141,19.836,0.055,,,,,,,,,,,19.864,0.037,19.513,0.013,19.915,0.024,20.131,0.047,20.491,0.222,,,,,,,,,,,,,,,,,,,,,,,19.5750,0.0160,19.9070,0.0170,20.1950,0.0210,20.3770,0.0290,20.2880,0.0710,,,,,,,20.179,0.197,,,,,,,,,,,,,,,,,,,,,,,,
EC12502-2859,Gaia EDR3 6185038573105018368,193.24704232936,-29.26861207074,303.33783210432,33.60191611209,sdB,sdB,,,sdO/B,,0.3030,0.3055,0.0605,4.1679,16.7427,0.0028,16.6334,0.0049,16.9391,0.0087,-8.5264,0.0579,-1.0656,0.0424,,,,,,,,,,,,0.067,0.001,0.207,15.895,0.019,16.028,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6010,0.0030,16.9540,0.0030,17.2690,0.0040,17.5200,0.0070,17.6590,0.0140,,,,,,,,,,,,,,,,,17.1018,0.0152,17.2242,0.0259,,,17.6820,0.2195,17.590,0.208,17.174,,12.481,,9.470,
SDSSJ125301.62+394622.1,Gaia EDR3 1527021612881250432,193.25675893338,39.77278428704,121.53737126512,77.35116250501,He-sdO,sdOHe,sdO,,,,0.3319,0.3032,0.0944,,17.3384,0.0029,17.1717,0.0050,17.6584,0.0121,3.6967,0.0675,-13.1753,0.0623,-215,9,,,46140,2000,5.86,0.20,3.00,0.40,2009PhDT.......273H,0.014,0.001,0.044,,,,,,,,,,,,,,,16.669,0.007,17.078,0.004,17.595,0.006,17.963,0.008,18.284,0.026,,,,,,,,,,,,,,,,,,,,,,,17.1630,0.0040,17.6080,0.0040,17.9950,0.0050,18.2730,0.0110,18.4780,0.0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG1250+303,Gaia EDR3 1465043619891174016,193.32711344472,30.10811638788,115.19939847184,86.99200326030,sdB,sdB,sdB,sdO/B,sdO/B,,0.5595,0.5670,0.0577,4.6007,15.8327,0.0029,15.6723,0.0041,16.1646,0.0054,0.8564,0.0560,-8.0104,0.0704,-77,3,-73,1,35541,211,5.98,0.04,-1.90,0.03,2021ApJS..256...28L,0.009,0.000,0.028,14.359,0.013,14.586,0.007,15.939,,15.695,0.071,15.556,0.192,16.247,,,,15.242,0.004,15.555,0.004,16.096,0.004,16.457,0.005,16.816,0.010,,,,,,,,,,,,,,,,,,,,,,,15.6330,0.0040,16.0950,0.0030,16.4870,0.0020,16.7700,0.0040,16.9530,0.0040,16.387,0.143,17.546,,16.588,,16.462,0.009,16.594,0.014,16.690,0.021,16.928,0.054,,,,,,,,,,,16.786,0.118,16.602,0.352,12.859,,9.207,
SDSSJ125328.45+042044.0,Gaia EDR3 3705483966633255936,193.36855927113,4.34552411044,304.24259861909,67.21209178208,sdB,sdB,sdB,,sdO/B,,0.2183,0.2359,0.0669,,16.6910,0.0028,16.6625,0.0057,16.7692,0.0074,-1.6341,0.0817,-5.5496,0.0695,0,3,,,,,,,,,,0.032,0.001,0.100,17.882,0.840,17.546,0.210,,,,,,,,,,,17.104,0.008,16.514,0.004,16.835,0.005,17.086,0.005,17.254,0.012,,,,,,,,,,,,,,,,,,,,,,,16.5810,0.0050,16.8460,0.0050,17.0940,0.0010,17.2750,0.0030,17.3430,0.0110,,,,,,,16.833,0.011,16.850,0.016,16.860,0.031,16.868,0.065,,,,,,,,,,,17.127,0.142,16.982,0.442,12.543,,8.807,
PG1251+019,Gaia EDR3 3690648771635312512,193.53470057615,1.72326646924,304.50478307242,64.58676778968,He-sdO,sdOHe,sdO,sdO/B,sdO/B,,0.3410,0.3569,0.0516,3.2835,15.5210,0.0028,15.3500,0.0034,15.8534,0.0049,3.9318,0.0624,-21.9873,0.0547,-20,7,,,48208,1000,5.98,0.10,1.03,0.10,2007A&A...462..269S,0.018,0.001,0.054,13.866,0.006,14.219,0.004,15.616,0.027,15.305,0.014,15.328,0.014,15.844,0.052,16.561,,14.819,0.004,15.234,0.003,15.792,0.004,16.170,0.005,16.522,0.009,,,,,,,,,,,,,,,,,,,,,,,15.3430,0.0030,15.7970,0.0030,16.1930,0.0020,16.4660,0.0040,16.6830,0.0040,16.315,0.128,15.892,,15.400,,16.170,0.008,16.285,0.011,16.423,0.020,16.595,0.047,,,,,,,,,,,,,,,,,,
SDSSJ125410.86-010408.4,Gaia EDR3 3688791039365636992,193.54522643238,-1.06901725490,304.38271127981,61.79500570007,sdB,sdBHe,sdB,,sdO/B,,0.1730,0.1655,0.1080,,17.6416,0.0030,17.5584,0.0087,17.8107,0.0148,-5.8091,0.1415,-4.4132,0.1142,41,3,,,20979,1191,4.93,0.16,-1.90,0.20,2017OAst...26..164G,0.017,0.001,0.052,17.002,0.031,17.202,0.015,,,,,,,,,,,17.464,0.008,17.391,0.005,17.834,0.006,18.127,0.008,18.421,0.026,,,,,,,,,,,,,,,,,,,,,,,17.4770,0.0030,17.8460,0.0050,18.1570,0.0150,18.3990,0.0050,18.5690,0.0210,,,,,,,18.097,0.031,18.036,0.050,18.116,0.109,,,18.4211,0.0082,18.3144,0.0144,18.1343,0.0159,18.1613,0.0489,18.2101,0.0753,,,,,,,,
SDSSJ125534.54+353001.8,Gaia EDR3 1516021269626188416,193.89391980008,35.50048621657,117.17029445285,81.58142445354,sd,,sdB,,sdO/B,,-0.4792,-0.4740,0.8303,,20.4713,0.0056,20.4454,0.0737,20.4527,0.0900,-2.1919,0.4537,-1.8382,0.4041,12,25,,,,,,,,,,0.014,0.001,0.043,20.237,0.190,20.122,0.139,,,,,,,,,,,20.360,0.049,20.272,0.020,20.697,0.035,20.966,0.061,21.215,0.229,,,,,,,,,,,,,,,,,,,,,,,20.3160,0.0150,20.6720,0.0220,20.9590,0.0250,21.0590,0.0490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ125546.91+365839.6,Gaia EDR3 1517287773878778112,193.94545912808,36.97768377112,117.87567100861,80.10788279732,sdB,sdB,sdB,,,,0.1692,0.1711,0.0708,,16.7901,0.0028,16.7130,0.0047,16.9343,0.0081,-6.8236,0.0444,-2.8824,0.0459,30,3,,,,,,,,,,0.014,0.001,0.045,,,,,,,,,,,,,,,16.766,0.007,16.613,0.004,16.961,0.005,17.257,0.006,17.543,0.015,,,,,,,,,,,,,,,,,,,,,,,16.6530,0.0040,16.9820,0.0040,17.2700,0.0030,17.4940,0.0080,17.5930,0.0130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ125551.61+043238.8,Gaia EDR3 3704760384902429440,193.96501836090,4.54412944251,305.79963879435,67.39125319341,He-sdO,sdOHe,sdO,,sdO/B,,0.1588,0.1206,0.2598,,18.6582,0.0034,18.5282,0.0168,19.1257,0.0502,-7.6958,0.2844,-1.7826,0.2707,142,20,,,62407,6000,5.81,0.20,0.75,0.40,2009PhDT.......273H,0.031,0.001,0.097,17.007,0.045,17.317,0.016,,,,,,,,,,,17.994,0.012,18.442,0.007,18.939,0.011,19.353,0.017,19.695,0.087,,,,,,,,,,,,,,,,,,,,,,,18.4850,0.0090,18.9230,0.0060,19.3080,0.0060,19.5690,0.0220,19.7590,0.0610,,,,,,,19.352,0.070,19.274,0.112,,,,,,,,,,,,,,,,,,,,,,
PG1253+284,Gaia EDR3 1463780590268542592,194.02034763987,28.12209202577,77.21712635892,88.56977724733,sdBtriple,sdB+F8V,,,sd+MS,,,,,,13.2399,0.0033,12.7757,0.0035,12.5185,0.0039,,,,,,,43,63,,,,,,,,0.008,0.001,0.026,12.468,0.004,13.021,0.003,,,,,,,,,,,14.090,0.005,14.547,0.009,12.989,0.002,13.009,0.001,13.443,0.005,,,,,,,,,,,,,,,,,,,,,,,13.1470,,12.9790,,12.9610,,12.9940,,12.9900,0.0020,12.215,0.023,12.042,0.030,11.998,0.025,12.360,0.001,12.182,0.001,12.003,0.001,11.987,0.001,,,,,,,,,,,11.948,0.025,11.959,0.023,11.976,0.220,9.203,0.537
PG1254+279,Gaia EDR3 1463697233542956672,194.11417908124,27.70886707771,60.75350254646,88.74400055630,sdB,sdB,sdB,,sdO/B,,0.5853,0.5984,0.0614,4.6934,15.8086,0.0028,15.6868,0.0035,16.0707,0.0066,-11.5883,0.0599,-7.8969,0.0774,-81,2,-55,5,26180,267,5.57,0.03,-3.97,0.11,2021ApJS..256...28L,0.007,0.000,0.023,14.714,0.009,15.024,0.006,,,,,,,,,,,15.493,0.005,15.538,0.003,16.031,0.004,16.361,0.005,16.671,0.009,,,,,,,,,,,,,,,,,,,,,,,15.6390,0.0030,16.0390,0.0050,16.4020,0.0030,16.6740,0.0040,16.8220,0.0080,16.507,0.110,16.361,,16.049,,16.366,0.009,16.424,0.011,16.499,0.023,16.596,0.041,,,,,,,,,,,16.661,0.107,16.589,,12.880,,8.810,
GALEXJ12568-0133,Gaia EDR3 3688563753991640832,194.20518498397,-1.55803789673,305.73260007062,61.28443726392,sdOB,sdOB,sdB,sdO/B,sdO/B,,0.9623,0.9838,0.0485,4.5361,14.5716,0.0029,14.4076,0.0034,14.8928,0.0043,-11.5512,0.0598,-3.7518,0.0559,,,,,,,,,,,,0.015,0.000,0.047,13.192,0.008,13.969,0.004,14.638,0.036,14.395,0.012,14.403,0.059,14.855,0.065,15.172,0.139,13.990,0.003,14.282,0.003,14.818,0.003,15.182,0.003,15.517,0.006,,,,,,,,,,,,,,,,,,,,,,,14.4030,0.0050,14.8540,0.0030,15.2260,0.0020,15.5190,0.0070,15.7120,0.0030,15.394,0.057,15.397,0.119,15.553,0.232,15.228,0.004,15.314,0.006,15.437,0.011,15.558,0.017,,,,,,,,,,,15.755,0.053,16.068,0.234,12.641,,9.254,
SDSSJ125702.30+435245.8,Gaia EDR3 1530124980153852928,194.25959164433,43.87935827852,119.43624288026,73.21085914642,sdB,sdB,sdB,,sdO/B,,0.3299,0.3084,0.1184,,18.2092,0.0029,18.0643,0.0088,18.4351,0.0269,-3.2650,0.0741,-12.6514,0.0883,-74,6,,,28000,1100,5.77,0.17,-3.00,0.00,2015A&A...577A..26G,0.013,0.001,0.040,16.781,0.019,17.168,0.015,,,,,,,,,,,17.789,0.010,17.930,0.006,18.442,0.008,18.739,0.011,19.150,0.040,,,,,,,,,,,,,,,,,,,,,,,18.0100,0.0070,18.4630,0.0050,18.8050,0.0060,19.0670,0.0140,19.2910,0.0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC12546-1540,Gaia EDR3 3524282212696623488,194.33059906435,-15.93967870979,305.00273127756,46.90840963640,sdB,sdB+G0,,sdO/B,sdO/B,sdB,0.7677,0.7964,0.0625,5.0297,15.5240,0.0029,15.4379,0.0038,15.6446,0.0050,-8.2130,0.0791,-11.0436,0.0638,,,,,29700,500,5.63,0.05,-4.00,0.00,2005A&A...430..223L,0.055,0.001,0.170,14.561,0.016,14.758,0.006,15.615,0.065,15.472,0.046,15.424,0.030,15.746,0.050,16.117,0.091,,,,,,,,,,,,,,,,,15.97250,0.00221,16.06660,0.00413,15.1990,0.0050,15.2080,0.0310,15.4840,0.0080,15.7420,0.0110,16.0020,0.0110,16.1560,0.0220,15.3900,0.0020,15.7450,0.0020,15.9890,0.0010,16.1470,0.0040,16.2330,0.0060,15.556,0.070,15.375,0.098,15.061,0.136,,,,,,,,,,,15.6361,0.0048,15.5331,0.0046,15.2593,0.0073,15.1920,0.0146,15.146,0.037,15.201,0.085,12.641,,9.241,
SDSSJ125720.29+584941.2,Gaia EDR3 1578846784217708416,194.33461244478,58.82809348598,121.47954560249,58.28351393134,sdB,sdB,sdB,,sdO/B,,0.2187,0.2010,0.0539,,17.0544,0.0029,16.9198,0.0064,17.3338,0.0110,1.4730,0.0600,-4.7496,0.0592,-158,4,,,25739,1349,5.24,0.20,-3.00,0.20,2017OAst...26..164G,0.007,0.000,0.021,15.919,0.013,16.159,0.006,,,,,,,,,,,16.665,0.006,16.802,0.004,17.303,0.005,17.640,0.007,17.995,0.019,,,,,,,,,,,,,,,,,,,,,,,16.8810,0.0060,17.3020,0.0040,17.6480,0.0040,17.9350,0.0120,18.0840,0.0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ125738.33+181724.2,Gaia EDR3 3940888444067228288,194.40969032376,18.29003569448,312.43244094609,81.04718953827,He-sdOB,sdBHe,sdB,,sdO/B,,0.3875,0.3624,0.1359,,17.7634,0.0030,17.6260,0.0099,18.0693,0.0156,-10.8422,0.1408,-19.7458,0.1314,-16,6,,,47532,979,6.10,0.16,-0.90,0.20,2017OAst...26..164G,0.026,0.000,0.080,16.348,0.031,16.640,0.025,,,,,,,,,,,17.217,0.010,17.536,0.005,18.011,0.007,18.366,0.010,18.636,0.036,,,,,,,,,,,,,,,,,,,,,,,17.6020,0.0090,18.0170,0.0070,18.3890,0.0060,18.6490,0.0080,18.8710,0.0390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG1255+089,Gaia EDR3 3733729870595798784,194.41970296066,8.63063467133,307.78428534378,71.44356210440,sdB,sdB,sdB,,sdO/B,,0.1852,0.1974,0.0863,,16.7741,0.0030,16.6380,0.0052,17.0250,0.0082,-19.3190,0.1168,-14.1629,0.1179,130,4,,,27312,848,5.43,0.10,-2.22,0.25,2019MNRAS.486.2169K,0.023,0.001,0.070,15.557,0.022,15.890,0.011,,,,,,,,,,,16.445,0.006,16.514,0.004,16.999,0.004,17.328,0.006,17.647,0.015,,,,,,,,,,,,,,,,,,,,,,,16.5760,0.0030,17.0000,0.0020,17.3380,0.0030,17.6180,0.0070,17.7860,0.0080,,,,,,,17.295,0.014,,,17.496,0.030,17.755,0.115,,,,,,,,,,,,,,,,,,
SDSSJ125745.69+153006.44,Gaia EDR3 3931291661765759104,194.44034639178,15.50179055649,310.45269732347,78.28110020648,sdB/DA,,sdB,,sdO/B,,-0.5596,-0.5566,0.5071,,19.7381,0.0046,19.7701,0.0586,19.7999,0.0621,-1.6719,0.5800,-0.7977,0.5395,,,,,,,,,,,,0.019,0.001,0.060,20.239,0.194,20.331,0.096,,,,,,,,,,,19.985,0.036,19.533,0.012,19.899,0.020,20.062,0.029,20.127,0.093,,,,,,,,,,,,,,,,,,,,,,,19.5982,0.0097,19.8876,0.0096,20.1920,0.0186,20.2902,0.0392,,,,,,,,,19.815,0.154,,,,,,,,,,,,,,,,,,,,,,,,
PG1255+546,Gaia EDR3 1570270249924113408,194.45517086614,54.42652762087,120.90939994682,62.67665003108,sdB,sdB0.5VIIHe11,,,,,1.5897,1.6010,0.0293,4.5014,13.4795,0.0028,13.3236,0.0030,13.7862,0.0039,-40.2930,0.0263,6.9573,0.0284,,,31,1,35606,117,6.17,0.03,-1.57,0.01,2021ApJS..256...28L,0.016,0.001,0.051,,,,,13.474,0.019,13.244,0.057,13.212,0.105,13.694,0.018,14.106,0.024,13.112,0.004,13.491,0.004,,,14.241,0.004,14.514,0.005,,,,,,,,,,,,,,,,,,,,,,,13.4840,,13.7550,0.0020,14.1370,0.0040,14.4170,0.0020,14.6010,0.0030,14.184,0.033,14.379,0.054,14.418,0.065,,,,,,,,,,,,,,,,,,,14.393,0.030,14.506,0.055,13.039,,9.398,
