Wavelength,Flux,BestFit,SkyFlux
7596.263,3.156,3.389,4.447
7598.012,3.464,3.387,10.450
7599.762,3.880,3.386,20.614
7601.512,4.854,3.384,20.745
7603.263,4.945,3.383,10.995
7605.014,3.411,3.380,7.699
7606.765,2.314,3.375,8.264
7608.517,4.224,3.374,8.516
7610.269,3.425,3.374,8.501
7612.021,3.611,3.373,8.013
7613.774,4.249,3.371,6.835
7615.528,3.520,3.370,5.568
7617.281,2.566,3.368,6.604
7619.036,3.366,3.367,9.372
7620.790,3.416,3.365,9.449
7622.545,3.472,3.364,7.810
7624.300,3.379,3.363,7.516
7626.056,3.156,3.361,7.109
7627.812,3.438,3.360,9.529
7629.569,3.089,3.358,17.699
7631.326,3.231,3.357,18.623
7633.083,3.032,3.355,10.083
7634.841,3.132,3.354,5.831
7636.599,3.565,3.352,5.295
7638.358,3.183,3.350,4.953
7640.117,3.171,3.349,5.083
7641.876,3.463,3.347,5.236
7643.636,3.586,3.346,5.813
7645.396,3.366,3.344,5.347
7647.157,3.243,3.343,5.150
7648.918,3.686,3.341,4.863
7650.679,3.768,3.340,4.868
7652.441,3.621,3.338,5.494
7654.203,3.237,3.337,7.831
7655.966,3.289,3.335,7.782
7657.729,3.645,3.334,5.074
7659.493,3.382,3.332,3.896
7661.256,3.463,3.331,5.013
7663.021,3.135,3.329,9.270
7664.785,3.265,3.327,9.975
7666.550,3.580,3.326,6.611
7668.316,3.526,3.324,3.726
7670.082,3.310,3.323,3.493
7671.848,3.398,3.322,3.545
7673.615,3.342,3.320,3.684
7675.382,3.419,3.319,3.631
7677.150,3.369,3.317,3.388
7678.917,3.112,3.316,3.349
7680.686,3.064,3.314,3.618
7682.455,3.053,3.313,4.408
7684.224,3.166,3.311,5.019
7685.993,3.371,3.309,4.515
7687.763,3.293,3.308,5.153
7689.534,3.008,3.307,5.659
7691.304,3.163,3.305,5.904
7693.076,3.538,3.304,6.172
7694.847,2.977,3.302,5.916
7696.619,2.991,3.300,5.097
7698.392,3.190,3.299,5.568
7700.164,2.971,3.297,7.222
7701.938,3.064,3.295,7.657
7703.711,3.639,3.294,5.755
7705.485,3.563,3.292,4.243
7707.260,3.456,3.291,3.833
7709.035,3.321,3.289,3.646
7710.810,3.059,3.287,7.042
7712.586,2.824,3.286,27.277
7714.362,2.151,3.283,47.454
7716.138,3.299,3.282,46.691
7717.915,3.133,3.281,50.038
7719.692,3.101,3.279,44.728
7721.470,3.914,3.278,19.736
7723.248,3.158,3.277,8.435
7725.027,3.635,3.275,11.935
7726.806,3.395,3.274,16.110
7728.585,3.182,3.272,13.871
7730.365,3.155,3.271,7.843
7732.145,3.111,3.270,4.820
7733.926,3.187,3.268,4.922
7735.707,3.193,3.267,6.380
7737.488,2.911,3.265,7.227
7739.270,3.012,3.264,5.785
7741.052,3.390,3.262,4.946
7742.835,3.456,3.261,4.886
7744.618,3.109,3.259,4.325
7746.401,3.333,3.258,4.693
7748.185,2.981,3.257,6.529
7749.970,2.958,3.255,24.515
7751.754,3.459,3.254,59.723
7753.539,4.120,3.253,53.755
7755.325,4.390,3.251,17.963
7757.111,3.241,3.249,5.732
7758.897,2.990,3.247,8.884
7760.684,2.736,3.245,20.508
7762.471,3.227,3.241,23.524
7764.259,4.120,3.235,11.751
7766.047,3.313,3.231,4.314
7767.835,3.154,3.227,3.663
7769.624,3.410,3.225,3.807
7771.413,3.309,3.225,4.460
7773.203,3.393,3.226,7.750
7774.993,3.744,3.228,11.943
7776.783,3.405,3.230,9.572
7778.574,3.127,3.231,5.142
7780.366,3.033,3.230,10.372
7782.157,2.785,3.230,17.076
7783.949,3.174,3.228,13.072
7785.742,3.721,3.226,6.038
7787.535,2.848,3.224,5.197
7789.328,3.198,3.223,5.229
7791.122,3.037,3.222,6.621
7792.916,3.249,3.221,13.645
7794.711,3.440,3.219,37.597
7796.506,3.302,3.217,45.338
7798.301,3.581,3.215,22.070
7800.097,3.441,3.215,5.324
7801.893,3.238,3.213,3.782
7803.690,3.205,3.211,3.866
7805.487,3.198,3.210,3.943
7807.284,3.160,3.209,6.929
7809.082,3.133,3.208,19.230
7810.881,2.654,3.207,22.909
7812.679,3.205,3.205,12.791
7814.478,3.031,3.205,5.790
7816.278,2.952,3.204,5.659
7818.078,3.572,3.202,5.611
7819.878,3.447,3.200,9.602
7821.679,3.478,3.198,36.367
7823.480,2.618,3.196,57.383
7825.282,3.473,3.193,34.326
7827.084,3.895,3.191,8.378
7828.887,2.812,3.190,4.731
7830.689,3.242,3.189,4.874
7832.493,2.994,3.186,4.627
7834.296,2.960,3.184,4.170
7836.101,3.321,3.184,4.174
7837.905,3.228,3.184,4.129
7839.710,2.921,3.182,5.472
7841.515,3.570,3.180,15.441
7843.321,2.999,3.179,22.144
7845.127,2.659,3.178,14.080
7846.934,3.051,3.176,4.820
7848.741,3.181,3.175,5.357
7850.548,3.143,3.174,10.363
7852.356,4.002,3.173,22.749
7854.165,2.848,3.171,54.576
7855.973,2.415,3.170,59.448
7857.782,3.217,3.168,27.963
7859.592,3.411,3.164,14.626
7861.402,2.894,3.162,24.581
7863.212,3.662,3.163,23.879
7865.023,3.056,3.160,11.474
7866.834,3.350,3.160,6.330
7868.646,3.699,3.158,12.315
7870.458,3.558,3.153,22.778
7872.270,3.328,3.152,30.348
7874.083,3.391,3.152,21.829
7875.896,3.028,3.151,7.272
7877.710,2.852,3.151,6.427
7879.524,2.123,3.148,15.411
7881.339,2.376,3.143,21.384
7883.154,3.874,3.142,19.819
7884.969,3.824,3.140,13.422
7886.785,2.664,3.135,8.007
7888.601,2.899,3.128,11.101
7890.418,2.927,3.127,28.374
7892.235,3.274,3.133,34.225
7894.052,3.943,3.134,19.551
7895.870,2.997,3.126,7.478
7897.688,2.809,3.128,5.629
7899.507,2.847,3.135,5.069
7901.326,3.166,3.133,4.427
7903.146,3.174,3.125,4.135
7904.966,2.795,3.124,4.655
7906.786,2.981,3.129,4.955
7908.607,3.216,3.127,4.993
7910.428,2.726,3.122,5.768
7912.250,3.770,3.118,14.650
7914.072,4.600,3.117,52.145
7915.895,3.700,3.115,69.996
7917.717,3.172,3.116,37.188
7919.541,2.940,3.115,13.375
7921.365,3.746,3.112,27.437
7923.189,3.533,3.107,36.539
7925.013,3.060,3.107,20.944
7926.838,3.291,3.111,6.353
7928.664,3.127,3.111,5.209
7930.490,3.335,3.110,11.219
7932.316,3.605,3.108,24.424
7934.143,3.342,3.107,24.292
7935.970,3.248,3.105,11.414
7937.797,3.432,3.104,4.633
7939.625,2.939,3.104,3.891
7941.454,3.447,3.100,4.003
7943.282,3.014,3.099,4.412
7945.112,3.265,3.099,4.974
7946.941,3.427,3.099,5.955
7948.771,2.976,3.098,10.638
7950.602,3.533,3.096,17.969
7952.433,3.294,3.090,15.139
7954.264,3.411,3.085,6.108
7956.096,3.381,3.080,3.717
7957.928,3.001,3.079,3.264
7959.760,2.838,3.085,3.400
7961.594,3.371,3.086,3.587
7963.427,3.449,3.083,10.421
7965.261,3.150,3.082,40.277
7967.095,3.153,3.083,51.028
7968.930,3.036,3.083,25.673
7970.765,2.891,3.084,9.504
7972.600,3.622,3.083,5.267
7974.436,3.191,3.080,4.038
7976.273,3.596,3.079,5.522
7978.110,3.124,3.076,11.723
7979.947,2.912,3.073,22.997
7981.785,3.527,3.074,26.505
7983.623,2.734,3.074,14.420
7985.461,2.961,3.071,4.734
7987.300,3.000,3.070,4.149
7989.139,3.194,3.068,4.909
7990.979,3.092,3.065,6.063
7992.819,2.873,3.059,23.377
7994.660,3.771,3.055,55.446
7996.501,3.725,3.058,49.767
7998.343,3.544,3.062,15.518
8000.184,3.178,3.057,5.699
8002.027,2.911,3.052,5.392
8003.870,2.886,3.055,5.072
8005.713,2.759,3.054,4.576
8007.556,3.091,3.047,4.021
8009.400,3.111,3.048,3.695
8011.245,2.952,3.051,3.979
8013.090,2.840,3.050,7.595
8014.935,3.026,3.047,18.756
8016.781,3.448,3.043,20.063
8018.627,2.693,3.042,9.941
8020.473,3.102,3.042,6.326
8022.320,3.111,3.040,7.362
8024.168,3.259,3.039,9.079
8026.016,3.997,3.040,29.479
8027.864,3.536,3.036,46.484
8029.713,3.070,3.033,29.625
8031.562,3.396,3.034,10.350
8033.411,3.017,3.035,6.077
8035.261,2.763,3.032,4.744
8037.112,3.238,3.028,4.228
8038.962,2.910,3.025,3.878
8040.814,3.057,3.028,3.913
8042.665,2.738,3.029,4.238
8044.517,2.898,3.028,3.843
8046.370,3.191,3.024,3.435
8048.223,3.079,3.022,3.624
8050.076,3.157,3.022,4.446
8051.930,2.991,3.021,9.544
8053.784,2.590,3.020,14.484
8055.639,2.731,3.018,10.373
8057.494,2.959,3.017,4.638
8059.350,2.814,3.016,3.799
8061.206,2.921,3.016,8.088
8063.062,3.041,3.014,22.448
8064.919,3.368,3.011,24.782
8066.776,3.554,3.011,11.189
8068.634,3.276,3.010,4.334
8070.492,2.731,3.007,3.121
8072.350,2.679,3.006,3.018
8074.209,3.333,3.005,3.379
8076.069,2.967,3.003,3.866
8077.928,3.023,3.001,4.566
8079.789,3.239,2.999,4.430
8081.649,2.981,2.998,3.602
8083.510,3.111,2.997,3.498
8085.372,3.031,2.995,4.629
8087.234,3.070,2.993,5.227
8089.096,2.977,2.992,4.197
8090.959,2.744,2.991,3.228
8092.822,2.850,2.989,4.278
8094.686,3.420,2.988,7.303
8096.550,2.572,2.987,7.933
8098.414,2.548,2.985,4.779
8100.279,3.032,2.984,3.770
8102.145,3.236,2.983,7.433
8104.011,2.997,2.982,12.934
8105.877,2.787,2.980,11.228
8107.743,2.995,2.979,5.406
8109.611,2.911,2.978,4.064
8111.478,2.799,2.976,3.955
8113.346,2.699,2.975,3.534
8115.214,2.703,2.973,3.362
8117.083,3.145,2.972,3.059
8118.952,3.162,2.971,3.010
8120.822,3.040,2.969,3.144
8122.692,2.987,2.968,3.292
8124.563,2.732,2.967,3.359
8126.434,2.527,2.965,3.405
8128.305,3.171,2.964,3.666
8130.177,3.136,2.964,3.667
8132.049,3.122,2.962,3.746
8133.922,3.157,2.960,4.070
8135.795,2.914,2.958,3.941
8137.669,2.680,2.957,4.219
8139.543,3.079,2.956,6.021
8141.417,2.484,2.954,6.950
8143.292,2.612,2.953,5.140
8145.167,2.869,2.952,3.556
8147.043,3.147,2.950,5.716
8148.919,3.248,2.949,7.732
8150.796,2.432,2.947,5.874
8152.673,2.741,2.946,3.471
8154.550,2.879,2.945,3.285
8156.428,3.100,2.943,3.207
8158.306,3.230,2.942,3.133
8160.185,3.066,2.941,3.177
8162.064,3.106,2.940,3.409
8163.944,2.919,2.940,3.371
8165.824,2.883,2.937,3.209
8167.704,2.674,2.935,3.314
8169.585,2.629,2.934,3.251
8171.466,2.934,2.932,3.094
8173.348,2.806,2.931,3.240
8175.230,2.378,2.929,3.504
8177.113,3.075,2.928,3.473
8178.996,3.091,2.927,3.649
8180.880,2.653,2.925,3.729
8182.764,2.794,2.924,4.267
8184.648,2.838,2.923,4.774
8186.533,2.665,2.921,5.108
8188.418,3.046,2.920,5.521
8190.304,3.015,2.919,5.751
8192.190,2.908,2.917,5.391
8194.076,3.038,2.916,4.965
8195.963,2.576,2.915,6.493
8197.851,3.323,2.913,6.886
8199.738,2.800,2.912,5.135
8201.627,2.702,2.911,3.972
8203.515,3.040,2.909,4.190
8205.405,2.957,2.908,4.303
8207.294,3.102,2.907,4.458
8209.184,3.025,2.905,4.362
8211.075,2.918,2.904,4.050
8212.966,3.171,2.903,3.790
8214.857,3.212,2.901,3.588
8216.749,2.660,2.900,3.734
8218.641,2.420,2.899,3.697
8220.533,2.823,2.897,3.297
8222.426,2.876,2.896,3.188
8224.320,2.802,2.894,3.449
8226.214,2.876,2.893,3.435
8228.108,2.911,2.892,3.191
8230.003,2.604,2.893,3.105
8231.898,2.648,2.893,2.984
8233.794,2.912,2.888,3.068
8235.690,2.799,2.886,3.118
8237.587,2.828,2.885,3.016
8239.484,3.198,2.883,3.026
8241.381,2.788,2.882,3.508
8243.279,2.563,2.881,3.961
8245.177,2.895,2.879,3.798
8247.076,2.837,2.878,3.753
8248.975,2.493,2.877,4.314
8250.875,2.544,2.876,4.114
8252.775,2.869,2.875,3.384
8254.675,2.708,2.874,3.248
8256.576,2.593,2.872,3.625
8258.478,2.812,2.871,3.417
8260.379,2.998,2.869,3.107
8262.282,3.016,2.866,3.011
8264.184,3.299,2.866,2.918
8266.088,2.853,2.866,3.138
8267.991,2.701,2.865,3.069
8269.895,2.689,2.864,3.144
8271.800,2.730,2.862,3.253
8273.704,2.910,2.860,3.276
8275.610,3.003,2.859,3.211
8277.515,2.744,2.858,7.236
8279.422,2.796,2.856,19.767
8281.328,2.658,2.855,31.580
8283.235,2.677,2.854,40.756
8285.143,3.253,2.851,29.737
8287.051,3.478,2.850,20.848
8288.959,2.813,2.850,42.468
8290.868,3.102,2.848,53.291
8292.777,3.311,2.846,26.114
8294.687,3.093,2.845,7.488
8296.597,3.089,2.844,16.692
8298.508,3.476,2.843,38.437
8300.419,3.432,2.841,59.788
8302.330,2.794,2.838,41.943
8304.242,3.112,2.836,12.469
8306.154,3.194,2.836,5.673
8308.067,2.321,2.836,4.266
8309.980,3.049,2.835,7.950
8311.894,3.005,2.834,19.211
8313.808,3.035,2.833,18.165
8315.723,3.165,2.831,6.429
8317.638,2.949,2.828,3.740
8319.553,2.570,2.825,5.032
8321.469,2.874,2.822,4.879
8323.385,2.699,2.820,3.542
8325.302,2.238,2.819,3.187
8327.219,2.484,2.818,2.885
8329.137,2.839,2.817,2.718
8331.055,2.518,2.816,2.798
8332.973,2.499,2.814,2.878
8334.892,3.281,2.812,2.894
8336.812,2.921,2.812,3.350
8338.732,2.864,2.812,4.335
8340.652,2.864,2.811,5.053
8342.573,2.495,2.810,13.037
8344.494,3.319,2.809,70.792
8346.415,3.051,2.807,128.644
8348.338,3.841,2.806,78.308
8350.260,3.522,2.805,15.741
8352.183,2.983,2.804,17.683
8354.106,3.429,2.803,41.023
8356.030,2.548,2.802,36.142
8357.954,3.303,2.800,10.946
8359.879,2.672,2.799,3.976
8361.804,2.620,2.797,5.795
8363.730,3.023,2.795,9.800
8365.656,2.840,2.795,17.819
8367.582,3.289,2.795,17.509
8369.509,2.594,2.795,8.115
8371.437,2.846,2.792,3.554
8373.365,2.732,2.790,3.206
8375.293,2.493,2.788,3.245
8377.222,2.919,2.786,3.491
8379.151,2.712,2.786,3.931
8381.080,2.269,2.784,9.171
8383.010,2.645,2.783,26.945
8384.941,3.031,2.782,31.984
8386.872,2.923,2.781,13.985
8388.803,2.624,2.779,3.810
8390.735,2.649,2.778,3.756
8392.667,2.971,2.777,4.159
8394.600,2.519,2.778,4.057
8396.533,2.605,2.776,4.106
8398.467,3.133,2.773,26.140
8400.401,3.474,2.771,85.775
8402.335,4.114,2.768,80.025
8404.270,3.131,2.766,20.171
8406.205,2.810,2.766,3.485
8408.141,2.998,2.765,2.892
8410.078,2.831,2.764,2.941
8412.014,2.436,2.762,3.159
8413.951,2.707,2.762,7.504
8415.889,1.946,2.762,30.817
8417.827,2.811,2.762,38.691
8419.766,3.098,2.761,16.269
8421.705,2.736,2.760,4.049
8423.644,2.998,2.757,3.940
8425.584,2.976,2.755,4.877
8427.524,3.110,2.752,6.179
8429.465,2.437,2.751,30.783
8431.406,2.584,2.749,101.593
8433.348,3.320,2.746,91.072
8435.290,3.251,2.742,24.735
8437.232,2.708,2.739,5.203
8439.175,2.884,2.737,3.182
8441.119,2.892,2.736,2.815
8443.062,2.813,2.737,2.825
8445.007,2.881,2.738,2.776
8446.951,2.923,2.739,2.937
8448.897,2.705,2.741,3.227
8450.842,3.184,2.740,6.448
8452.788,2.789,2.738,26.297
8454.735,2.649,2.735,37.263
8456.682,3.119,2.731,16.875
8458.629,3.216,2.728,3.865
8460.577,2.438,2.726,3.178
8462.526,2.563,2.725,4.252
8464.474,2.491,2.724,19.794
8466.424,3.104,2.724,69.908
8468.373,3.296,2.725,71.848
8470.324,2.285,2.727,19.444
8472.274,2.678,2.727,3.575
8474.225,3.097,2.727,3.647
8476.177,2.520,2.727,4.597
8478.129,2.536,2.726,4.176
8480.081,3.056,2.724,2.936
8482.034,3.056,2.721,2.742
8483.987,2.952,2.717,2.631
8485.941,2.373,2.712,2.799
8487.895,2.501,2.705,2.972
8489.850,2.595,2.699,2.801
8491.805,2.503,2.694,4.501
8493.760,2.439,2.691,16.752
8495.716,1.982,2.691,25.375
8497.673,2.290,2.692,14.196
8499.630,2.583,2.694,4.625
8501.587,2.365,2.697,4.461
8503.545,2.453,2.698,10.149
8505.503,3.311,2.699,37.792
8507.462,3.465,2.700,45.717
8509.421,2.918,2.701,18.156
8511.380,2.808,2.701,3.668
8513.340,2.837,2.700,2.878
8515.301,2.941,2.699,2.751
8517.262,3.036,2.698,2.642
8519.223,2.494,2.698,2.686
8521.185,2.779,2.696,3.425
8523.147,2.851,2.694,3.553
8525.110,2.679,2.692,3.054
8527.073,2.596,2.687,2.739
8529.037,2.708,2.678,2.586
8531.001,2.794,2.668,2.491
8532.966,2.700,2.657,2.617
8534.931,2.740,2.645,2.551
8536.896,2.452,2.639,3.083
8538.862,2.310,2.641,8.959
8540.828,2.834,2.646,13.598
8542.795,3.017,2.652,8.376
8544.763,2.675,2.659,3.498
8546.730,2.427,2.665,3.790
8548.698,2.692,2.669,13.245
8550.667,2.860,2.671,24.195
8552.636,2.514,2.672,15.863
8554.606,2.626,2.673,5.079
8556.576,2.670,2.673,3.156
8558.546,2.725,2.673,2.747
8560.517,2.467,2.673,2.718
8562.488,2.343,2.672,2.613
8564.460,2.807,2.671,2.658
8566.433,3.004,2.670,2.587
8568.405,2.587,2.669,2.749
8570.378,2.738,2.666,2.715
8572.352,3.069,2.663,3.144
8574.326,3.036,2.660,3.793
8576.301,2.743,2.657,4.028
8578.276,2.674,2.654,4.274
8580.251,2.353,2.651,3.699
8582.227,2.568,2.647,2.917
8584.203,2.675,2.641,2.658
8586.180,2.548,2.635,2.911
8588.157,2.575,2.630,5.555
8590.135,2.609,2.626,8.831
8592.113,2.594,2.624,6.917
8594.092,2.272,2.623,3.588
8596.071,2.399,2.624,4.701
8598.051,2.719,2.626,10.228
8600.031,2.712,2.630,10.501
8602.011,2.979,2.634,5.192
8603.992,2.542,2.636,3.648
8605.973,2.541,2.637,3.913
8607.955,2.522,2.637,4.551
8609.938,2.530,2.637,6.585
8611.920,2.756,2.637,9.554
8613.903,2.406,2.637,13.538
8615.887,2.571,2.636,19.509
8617.871,2.853,2.635,25.181
8619.856,3.254,2.634,32.003
8621.841,3.103,2.634,37.699
8623.826,2.444,2.633,46.673
8625.812,2.957,2.631,54.213
8627.799,1.876,2.630,58.273
8629.785,3.632,2.629,61.072
8631.773,3.358,2.627,60.334
8633.761,1.874,2.625,59.896
8635.749,3.001,2.623,53.422
8637.737,3.055,2.620,46.069
8639.727,2.557,2.617,36.334
8641.716,3.109,2.615,26.857
8643.706,3.309,2.612,17.752
8645.697,3.135,2.607,9.246
8647.688,3.121,2.601,13.557
8649.679,2.159,2.592,25.721
8651.671,3.279,2.583,41.094
8653.663,3.390,2.573,45.171
8655.656,2.716,2.564,48.565
8657.650,2.167,2.560,55.690
8659.643,2.377,2.560,52.140
8661.637,3.683,2.564,59.024
8663.632,2.898,2.570,50.872
8665.627,2.405,2.577,51.783
8667.623,1.915,2.582,54.829
8669.619,2.416,2.585,40.732
8671.615,3.756,2.587,47.853
8673.612,1.873,2.588,39.836
8675.610,2.562,2.588,30.941
8677.607,2.762,2.589,37.351
8679.606,3.298,2.590,24.946
8681.605,4.155,2.589,22.833
8683.604,3.855,2.590,25.384
8685.604,2.667,2.590,15.147
8687.604,2.398,2.591,16.505
8689.604,2.998,2.590,16.248
8691.605,2.839,2.590,9.345
8693.607,2.497,2.591,11.013
8695.609,2.849,2.590,10.858
8697.611,2.100,2.589,6.716
8699.614,2.725,2.587,7.795
8701.618,2.613,2.585,9.475
8703.622,2.854,2.584,6.900
8705.626,3.176,2.583,5.576
8707.631,2.500,2.582,6.986
8709.636,2.323,2.580,7.122
8711.642,2.803,2.579,5.387
8713.648,2.732,2.578,3.981
8715.654,2.690,2.575,3.314
8717.661,2.750,2.573,2.894
8719.669,2.555,2.572,3.210
8721.677,2.585,2.569,3.112
8723.685,2.238,2.566,2.920
8725.694,2.468,2.564,3.127
8727.704,2.485,2.560,3.786
8729.714,2.279,2.556,3.734
8731.724,2.511,2.553,3.002
8733.735,2.723,2.549,2.771
8735.746,2.507,2.542,2.848
8737.758,2.485,2.535,3.235
8739.770,2.305,2.529,3.866
8741.783,2.420,2.523,4.288
8743.796,2.982,2.519,3.933
8745.809,2.326,2.518,3.468
8747.823,2.566,2.520,3.275
8749.838,2.347,2.523,3.397
8751.853,2.299,2.527,3.822
8753.868,2.787,2.532,3.588
8755.884,2.951,2.535,3.022
8757.900,2.075,2.539,8.199
8759.917,2.418,2.540,31.475
8761.934,3.492,2.541,72.355
8763.952,4.114,2.541,74.906
8765.970,3.777,2.542,40.842
8767.989,3.258,2.542,67.760
8770.008,3.992,2.542,94.603
8772.028,4.105,2.543,45.579
8774.048,3.228,2.542,8.210
8776.068,1.808,2.542,20.566
8778.089,1.211,2.541,68.283
8780.111,2.613,2.540,97.506
8782.133,4.645,2.539,53.927
8784.155,3.109,2.537,8.749
8786.178,2.410,2.536,3.311
8788.201,2.427,2.535,3.446
8790.225,2.241,2.535,10.212
8792.249,2.465,2.533,32.696
8794.274,3.734,2.531,32.202
8796.299,2.904,2.530,9.519
8798.325,2.224,2.528,3.014
8800.351,2.256,2.526,3.061
8802.378,2.374,2.525,3.090
8804.405,2.353,2.524,3.136
8806.432,2.846,2.524,2.751
8808.460,2.577,2.524,3.048
8810.489,2.996,2.523,5.718
8812.518,2.980,2.521,6.951
8814.547,2.460,2.519,4.431
8816.577,2.340,2.518,2.867
8818.607,2.092,2.517,2.958
8820.638,2.741,2.514,2.886
8822.669,2.602,2.512,3.305
8824.701,2.465,2.511,10.695
8826.733,3.740,2.509,84.265
8828.766,5.523,2.507,194.204
8830.799,4.156,2.505,133.839
8832.833,2.678,2.503,26.668
8834.867,2.939,2.501,20.928
8836.901,3.225,2.498,56.480
8838.936,2.962,2.495,75.262
8840.972,2.795,2.492,31.292
8843.008,2.224,2.488,4.415
8845.044,2.786,2.484,3.578
8847.081,2.320,2.479,5.478
8849.118,2.111,2.474,10.920
8851.156,2.445,2.468,25.627
8853.194,2.399,2.463,22.134
8855.233,2.689,2.459,6.663
8857.272,2.556,2.457,3.512
8859.312,2.455,2.458,3.298
8861.352,2.376,2.461,3.902
8863.393,2.412,2.464,6.400
8865.434,2.562,2.468,8.496
8867.476,2.296,2.470,28.370
8869.518,2.528,2.472,55.169
8871.560,2.169,2.472,34.879
8873.603,2.350,2.473,5.980
8875.647,2.894,2.473,2.803
8877.690,2.710,2.473,2.821
8879.735,2.729,2.473,2.822
8881.780,2.595,2.473,3.031
8883.825,3.023,2.472,7.889
8885.871,3.569,2.472,71.058
8887.917,3.670,2.471,144.796
8889.964,3.186,2.470,80.647
8892.011,2.406,2.469,10.844
8894.059,2.294,2.468,4.039
8896.107,2.050,2.467,4.203
8898.156,2.017,2.466,5.210
8900.205,2.215,2.465,4.833
8902.254,2.182,2.464,15.615
8904.304,2.171,2.463,59.919
8906.355,2.780,2.462,58.832
8908.406,2.616,2.460,15.958
8910.457,2.408,2.458,6.273
8912.509,2.344,2.458,5.471
8914.562,2.169,2.457,3.808
8916.615,2.723,2.456,4.073
8918.668,1.789,2.455,31.457
8920.722,3.570,2.454,138.812
8922.776,3.775,2.452,141.463
8924.831,2.460,2.451,37.202
8926.886,3.075,2.450,5.855
8928.942,2.224,2.449,6.804
8930.998,2.499,2.448,6.552
8933.055,2.361,2.447,4.498
8935.112,2.309,2.445,4.241
8937.170,2.457,2.444,4.939
8939.228,2.364,2.443,4.630
8941.286,2.724,2.442,5.505
8943.345,2.224,2.441,29.308
8945.405,4.121,2.439,59.697
8947.465,4.243,2.438,35.029
8949.525,2.380,2.437,5.932
8951.586,2.249,2.436,2.987
8953.648,2.387,2.435,2.941
8955.710,2.303,2.433,5.151
8957.772,0.578,2.432,50.447
8959.835,2.983,2.431,128.483
8961.898,5.915,2.430,88.928
8963.962,2.706,2.428,13.799
8966.026,2.436,2.427,3.696
8968.091,2.546,2.426,3.200
8970.156,2.586,2.424,3.749
8972.222,2.694,2.423,5.094
8974.288,2.593,2.421,4.993
8976.355,2.228,2.420,3.904
8978.422,2.548,2.418,3.744
8980.489,2.441,2.417,4.527
8982.557,2.783,2.415,6.357
8984.626,2.718,2.413,5.824
8986.695,2.343,2.411,8.053
8988.764,2.305,2.407,30.758
8990.834,1.644,2.406,46.584
8992.905,2.872,2.404,21.615
8994.976,2.637,2.402,6.664
8997.047,2.475,2.398,4.162
8999.119,2.855,2.395,5.412
9001.191,2.486,2.391,36.282
9003.264,2.679,2.386,86.287
9005.338,2.858,2.380,53.641
9007.411,2.250,2.374,7.587
9009.486,1.720,2.372,2.687
9011.560,1.906,2.375,2.355
9013.636,2.369,2.378,2.204
9015.711,2.271,2.381,2.213
9017.788,2.139,2.383,2.028
9019.864,2.047,2.385,2.365
9021.941,2.192,2.386,3.761
9024.019,2.364,2.387,4.092
9026.097,2.197,2.387,2.740
9028.176,1.985,2.387,3.062
9030.255,1.895,2.387,4.396
9032.334,2.382,2.386,4.281
9034.414,2.402,2.386,3.267
9036.495,2.200,2.385,4.386
9038.576,2.585,2.385,16.942
9040.657,2.193,2.384,24.314
9042.739,2.568,2.383,11.532
9044.821,2.306,2.382,4.284
9046.904,2.382,2.381,4.421
9048.988,2.743,2.378,14.546
9051.072,2.273,2.371,40.552
9053.156,2.028,2.373,34.227
9055.241,2.445,2.377,8.302
9057.326,2.559,2.376,3.854
9059.412,2.393,2.375,3.882
9061.498,2.293,2.374,3.417
9063.585,2.424,2.373,3.104
9065.672,2.783,2.372,4.605
9067.760,3.047,2.370,5.477
9069.848,2.162,2.370,5.382
9071.936,2.288,2.367,5.860
9074.026,2.855,2.364,4.281
9076.115,1.953,2.365,2.990
9078.205,2.509,2.365,2.911
9080.296,2.457,2.364,2.815
9082.387,2.182,2.363,2.745
9084.478,2.286,2.361,3.234
9086.570,2.495,2.360,3.667
9088.663,2.340,2.359,3.308
9090.756,2.445,2.358,3.341
9092.849,2.683,2.357,8.507
9094.943,2.829,2.356,14.149
9097.038,2.787,2.354,8.093
9099.133,2.462,2.353,3.644
9101.228,2.136,2.352,5.356
9103.324,2.700,2.351,17.537
9105.420,3.012,2.350,22.834
9107.517,2.355,2.349,10.343
9109.615,2.027,2.348,3.037
9111.712,2.327,2.346,2.817
9113.811,2.397,2.345,2.533
9115.909,2.550,2.344,2.481
9118.009,2.567,2.343,2.576
9120.108,2.420,2.342,2.473
9122.209,2.379,2.341,2.379
9124.309,2.486,2.340,2.511
9126.411,2.431,2.338,2.726
9128.512,2.030,2.337,2.520
9130.614,2.071,2.336,2.453
9132.717,2.247,2.335,2.549
9134.820,2.529,2.334,2.999
9136.924,2.481,2.332,3.321
9139.028,1.908,2.331,3.214
9141.132,2.208,2.330,2.959
9143.237,2.573,2.329,2.849
9145.343,2.689,2.328,2.748
9147.449,2.417,2.327,2.920
9149.556,2.174,2.325,2.961
9151.663,2.451,2.324,5.285
9153.770,2.648,2.323,10.986
9155.878,2.404,2.322,10.268
9157.987,2.277,2.321,5.782
9160.095,2.487,2.319,6.863
9162.205,2.509,2.318,13.009
9164.315,2.147,2.317,12.080
9166.425,2.653,2.316,4.893
9168.536,1.904,2.315,2.780
9170.647,1.742,2.314,2.889
9172.759,2.260,2.312,2.807
9174.872,2.428,2.311,2.948
9176.985,1.961,2.310,3.105
