Wavelength,Flux,BestFit,SkyFlux
5202.355,6.993,7.261,5.150
5203.553,6.533,7.256,4.963
5204.752,7.210,7.256,4.758
5205.950,7.238,7.262,4.254
5207.149,7.462,7.269,4.022
5208.348,7.417,7.273,3.880
5209.547,7.324,7.272,4.121
5210.747,7.509,7.270,4.287
5211.947,7.156,7.267,4.265
5213.147,7.422,7.266,4.315
5214.348,7.461,7.266,4.225
5215.549,7.296,7.268,4.080
5216.750,7.222,7.270,4.005
5217.951,7.188,7.265,4.239
5219.153,6.935,7.249,4.625
5220.355,7.225,7.227,4.866
5221.557,7.073,7.207,4.891
5222.759,6.998,7.192,4.669
5223.962,7.090,7.182,4.877
5225.165,7.039,7.175,5.030
5226.368,7.121,7.170,4.761
5227.572,6.977,7.170,4.040
5228.776,6.827,7.171,3.879
5229.980,6.964,7.171,3.918
5231.184,7.265,7.170,4.317
5232.389,7.336,7.171,4.649
5233.594,7.019,7.178,4.370
5234.799,6.856,7.186,4.098
5236.004,7.542,7.194,3.966
5237.210,7.536,7.201,4.225
5238.416,6.874,7.204,4.588
5239.623,6.805,7.203,5.112
5240.829,7.127,7.201,5.071
5242.036,6.701,7.196,4.546
5243.243,7.055,7.191,4.296
5244.451,6.901,7.187,4.000
5245.658,6.555,7.182,4.056
5246.866,6.985,7.175,4.010
5248.075,6.911,7.169,3.990
5249.283,7.467,7.163,4.227
5250.492,7.027,7.161,4.278
5251.701,7.354,7.161,4.180
5252.910,7.830,7.157,3.978
5254.120,7.148,7.148,3.991
5255.330,7.430,7.135,4.201
5256.540,7.021,7.121,5.069
5257.751,7.008,7.105,5.212
5258.962,6.638,7.087,4.897
5260.173,6.541,7.068,4.435
5261.384,7.405,7.051,4.085
5262.596,7.371,7.038,3.977
5263.808,7.664,7.031,3.706
5265.020,7.738,7.031,3.510
5266.232,7.031,7.034,3.360
5267.445,6.668,7.034,3.288
5268.658,7.271,7.033,3.511
5269.871,6.778,7.036,3.473
5271.085,6.901,7.043,3.556
5272.299,7.502,7.047,3.518
5273.513,7.534,7.047,3.821
5274.727,6.840,7.047,3.892
5275.942,6.597,7.049,4.326
5277.157,7.688,7.049,4.628
5278.372,6.417,7.049,4.402
5279.588,6.818,7.050,4.186
5280.803,7.094,7.051,3.986
5282.019,6.773,7.056,3.965
5283.236,7.061,7.063,3.920
5284.453,6.908,7.071,3.731
5285.669,6.983,7.077,3.866
5286.887,7.385,7.077,4.128
5288.104,7.235,7.072,4.293
5289.322,6.813,7.065,4.165
5290.540,7.030,7.058,4.203
5291.758,7.472,7.051,4.215
5292.977,7.062,7.043,4.212
5294.196,7.257,7.036,4.234
5295.415,7.433,7.029,4.388
5296.634,7.194,7.025,4.192
5297.854,6.898,7.020,4.042
5299.074,6.714,7.017,4.402
5300.294,7.024,7.006,4.531
5301.515,7.170,6.994,4.404
5302.736,6.664,6.994,4.292
5303.957,6.250,7.005,4.374
5305.178,6.631,7.008,4.544
5306.400,6.822,7.007,4.642
5307.622,7.093,7.001,4.471
5308.844,6.741,6.988,4.497
5310.067,7.082,6.972,4.468
5311.290,7.348,6.961,4.537
5312.513,6.514,6.955,4.698
5313.736,6.937,6.954,4.843
5314.960,6.994,6.954,4.725
5316.184,7.255,6.955,4.503
5317.408,6.937,6.955,4.319
5318.633,6.768,6.953,4.559
5319.858,7.334,6.942,4.607
5321.083,6.524,6.927,4.706
5322.308,7.383,6.912,4.580
5323.534,7.263,6.902,4.876
5324.760,6.905,6.899,4.825
5325.986,6.766,6.903,4.749
5327.212,6.605,6.908,4.556
5328.439,7.242,6.912,4.309
5329.666,7.081,6.915,4.095
5330.893,6.605,6.912,4.639
5332.121,6.700,6.904,5.054
5333.349,6.983,6.895,4.856
5334.577,6.719,6.890,4.693
5335.806,6.541,6.888,4.543
5337.034,6.441,6.889,4.831
5338.263,6.882,6.891,4.767
5339.493,6.833,6.894,4.675
5340.722,6.721,6.895,4.539
5341.952,7.099,6.896,4.309
5343.182,6.305,6.895,4.553
5344.413,7.132,6.892,4.937
5345.644,6.766,6.890,4.677
5346.875,6.321,6.889,4.492
5348.106,6.671,6.891,4.387
5349.338,6.822,6.891,4.807
5350.569,5.952,6.891,5.203
5351.802,6.002,6.890,5.259
5353.034,6.929,6.886,4.537
5354.267,7.013,6.880,4.353
5355.500,6.994,6.870,4.665
5356.733,7.807,6.858,4.988
5357.967,6.837,6.847,5.092
5359.200,7.200,6.835,4.742
5360.435,6.913,6.825,4.332
5361.669,6.762,6.817,4.348
5362.904,7.139,6.809,4.190
5364.139,7.097,6.803,4.019
5365.374,6.296,6.801,3.998
5366.610,6.136,6.802,4.089
5367.845,6.553,6.806,4.261
5369.082,6.482,6.811,4.555
5370.318,6.523,6.816,4.448
5371.555,7.210,6.820,4.297
5372.792,6.452,6.820,4.375
5374.029,6.884,6.815,4.293
5375.266,7.021,6.804,4.589
5376.504,7.075,6.794,4.722
5377.742,6.749,6.788,4.754
5378.981,6.147,6.785,4.590
5380.220,7.440,6.783,4.507
5381.459,6.995,6.785,4.529
5382.698,6.685,6.787,4.410
5383.937,6.740,6.789,4.330
5385.177,6.823,6.787,4.118
5386.417,6.831,6.782,4.481
5387.658,6.533,6.774,4.371
5388.898,6.082,6.765,4.528
5390.139,6.804,6.757,4.274
5391.381,6.867,6.753,4.267
5392.622,6.376,6.748,4.644
5393.864,6.680,6.743,4.655
5395.106,6.393,6.737,4.369
5396.349,6.384,6.729,4.109
5397.591,6.589,6.720,4.161
5398.834,6.279,6.713,4.030
5400.078,6.000,6.708,4.147
5401.321,6.329,6.703,4.149
5402.565,5.850,6.698,4.162
5403.809,6.390,6.696,4.123
5405.054,6.164,6.697,4.047
5406.298,6.061,6.696,3.755
5407.543,6.131,6.695,3.877
5408.789,5.705,6.695,4.068
5410.034,6.047,6.693,3.993
5411.280,6.381,6.693,4.051
5412.526,5.955,6.692,4.172
5413.772,6.073,6.690,4.230
5415.019,6.612,6.686,4.338
5416.266,6.351,6.682,4.449
5417.513,5.900,6.678,4.541
5418.761,5.938,6.674,4.488
5420.009,6.455,6.667,4.416
5421.257,6.791,6.660,4.343
5422.505,6.135,6.654,4.465
5423.754,5.316,6.652,4.507
5425.003,7.104,6.651,4.160
5426.253,6.895,6.650,4.306
5427.502,6.452,6.647,4.420
5428.752,6.260,6.645,4.437
5430.002,6.296,6.645,4.267
5431.253,6.668,6.648,4.227
5432.503,6.915,6.649,4.300
5433.754,6.406,6.650,4.463
5435.006,6.528,6.652,4.339
5436.257,6.771,6.653,4.510
5437.509,6.575,6.649,4.474
5438.761,6.227,6.641,4.428
5440.014,6.304,6.631,4.644
5441.267,6.991,6.623,4.568
5442.520,6.824,6.618,4.685
5443.773,6.503,6.616,4.672
5445.027,6.711,6.615,4.495
5446.280,6.957,6.615,4.511
5447.535,6.429,6.615,4.545
5448.789,6.449,6.612,4.527
5450.044,6.905,6.607,4.483
5451.299,6.493,6.602,4.777
5452.554,5.953,6.597,4.720
5453.810,6.657,6.593,4.683
5455.066,6.895,6.592,4.453
5456.322,6.941,6.592,4.247
5457.579,6.250,6.590,4.512
5458.835,6.344,6.585,5.002
5460.092,7.032,6.581,7.934
5461.350,6.700,6.577,14.346
5462.608,5.993,6.574,16.453
5463.865,6.263,6.574,11.243
5465.124,6.363,6.574,6.400
5466.382,6.388,6.571,5.294
5467.641,6.447,6.564,5.088
5468.900,6.354,6.555,4.844
5470.160,6.391,6.545,4.808
5471.419,6.129,6.536,4.738
5472.679,6.149,6.529,4.840
5473.940,6.409,6.524,4.565
5475.200,6.478,6.523,4.655
5476.461,6.310,6.525,4.617
5477.722,6.617,6.532,4.413
5478.984,6.627,6.535,4.448
5480.245,6.655,6.533,4.438
5481.507,6.779,6.530,4.718
5482.770,6.401,6.528,5.034
5484.032,5.865,6.524,5.459
5485.295,7.367,6.519,5.373
5486.558,6.674,6.515,5.110
5487.822,6.439,6.513,4.834
5489.086,6.546,6.511,4.643
5490.350,6.519,6.507,4.532
5491.614,6.602,6.503,4.678
5492.879,6.373,6.499,4.706
5494.144,6.440,6.494,4.580
5495.409,6.238,6.488,4.594
5496.674,6.466,6.482,4.495
5497.940,6.901,6.479,4.640
5499.206,6.714,6.476,4.902
5500.473,6.681,6.471,5.012
5501.739,6.392,6.468,4.876
5503.006,6.263,6.466,4.863
5504.273,6.415,6.464,4.796
5505.541,6.489,6.462,4.813
5506.809,6.305,6.460,4.730
5508.077,6.554,6.459,4.793
5509.345,6.843,6.460,4.723
5510.614,6.812,6.460,4.911
5511.883,6.681,6.459,4.839
5513.152,6.799,6.459,4.798
5514.422,7.046,6.459,5.039
5515.692,6.744,6.455,5.324
5516.962,6.953,6.451,5.039
5518.233,6.814,6.444,4.861
5519.503,6.800,6.433,4.829
5520.774,6.939,6.421,5.094
5522.046,6.725,6.411,5.470
5523.317,6.645,6.404,5.135
5524.589,6.177,6.399,4.866
5525.862,6.808,6.396,4.778
5527.134,6.874,6.395,4.701
5528.407,6.344,6.398,4.846
5529.680,6.777,6.401,4.539
5530.953,6.884,6.402,4.483
5532.227,6.454,6.402,4.575
5533.501,6.626,6.401,4.718
5534.775,6.606,6.401,4.523
5536.050,6.126,6.401,4.619
5537.325,5.980,6.399,4.612
5538.600,6.281,6.395,4.630
5539.875,6.730,6.391,4.706
5541.151,6.469,6.387,4.950
5542.427,6.631,6.384,5.121
5543.704,6.993,6.383,5.674
5544.980,6.487,6.380,5.908
5546.257,6.595,6.378,5.925
5547.534,6.468,6.377,5.284
5548.812,6.334,6.374,4.943
5550.090,6.354,6.370,5.241
5551.368,6.431,6.364,5.116
5552.646,6.369,6.360,5.012
5553.925,6.202,6.358,4.808
5555.204,6.581,6.357,4.782
5556.483,6.598,6.353,4.838
5557.763,6.541,6.348,4.839
5559.043,6.390,6.344,4.835
5560.323,5.932,6.340,4.816
5561.603,6.205,6.335,4.892
5562.884,6.272,6.330,5.053
5564.165,6.619,6.324,5.957
5565.446,6.722,6.318,6.397
5566.728,6.281,6.314,5.865
5568.010,5.923,6.310,5.139
5569.292,6.396,6.307,5.062
5570.575,6.569,6.308,5.315
5571.857,6.242,6.309,5.478
5573.141,6.518,6.309,5.176
5574.424,6.975,6.309,5.825
5575.708,6.867,6.308,26.793
5576.992,9.139,6.305,272.810
5578.276,13.957,6.300,729.438
5579.561,0.549,6.291,723.047
5580.846,-2.853,6.281,215.040
5582.131,7.411,6.271,13.163
5583.416,6.227,6.265,5.699
5584.702,6.549,6.259,5.003
5585.988,6.502,6.254,4.868
5587.274,6.272,6.253,4.872
5588.561,6.117,6.253,4.952
5589.848,6.284,6.254,5.851
5591.135,6.659,6.252,6.013
5592.423,6.232,6.247,5.320
5593.711,6.418,6.242,4.849
5594.999,6.267,6.239,4.634
5596.287,6.079,6.237,4.726
5597.576,6.147,6.235,4.850
5598.865,6.174,6.236,5.328
5600.154,6.188,6.239,5.189
5601.444,6.385,6.241,4.934
5602.734,6.430,6.243,4.845
5604.024,6.339,6.244,4.892
5605.315,6.129,6.244,5.976
5606.606,6.011,6.238,6.695
5607.897,6.693,6.230,6.021
5609.188,6.532,6.223,5.076
5610.480,6.009,6.217,4.968
5611.772,5.902,6.212,4.927
5613.064,6.195,6.208,5.003
5614.357,6.404,6.205,4.814
5615.650,6.640,6.203,4.660
5616.943,6.613,6.202,4.691
5618.236,6.209,6.200,4.980
5619.530,6.176,6.199,5.170
5620.824,6.218,6.196,4.866
5622.119,5.813,6.194,4.762
5623.413,6.559,6.193,5.199
5624.708,5.995,6.191,6.077
5626.004,6.182,6.189,6.033
5627.299,6.355,6.188,5.051
5628.595,5.908,6.185,4.876
5629.891,5.782,6.181,4.843
5631.188,6.219,6.175,4.805
5632.484,6.244,6.169,4.872
5633.782,5.996,6.165,4.832
5635.079,6.072,6.161,4.885
5636.377,6.290,6.158,4.735
5637.675,6.303,6.156,4.746
5638.973,6.975,6.155,4.727
5640.271,5.988,6.154,5.080
5641.570,5.915,6.152,5.160
5642.869,6.004,6.151,4.820
5644.169,5.731,6.149,4.798
5645.469,6.050,6.146,5.423
5646.769,6.421,6.142,5.769
5648.069,6.625,6.135,5.523
5649.370,6.154,6.127,5.113
5650.671,5.946,6.118,4.867
5651.972,6.186,6.111,4.912
5653.274,6.091,6.105,4.901
5654.575,5.995,6.100,4.840
5655.878,5.951,6.096,4.873
5657.180,6.196,6.094,4.863
5658.483,6.100,6.092,4.995
5659.786,6.030,6.093,4.840
5661.089,6.482,6.094,4.838
5662.393,5.548,6.094,4.880
5663.697,6.271,6.093,5.059
5665.001,6.396,6.092,5.304
5666.306,6.252,6.090,5.552
5667.611,6.382,6.090,5.546
5668.916,6.291,6.089,5.830
5670.221,6.308,6.087,6.174
5671.527,6.118,6.085,6.630
5672.833,6.487,6.082,7.043
5674.139,6.640,6.077,6.831
5675.446,6.122,6.070,6.471
5676.753,5.790,6.063,6.424
5678.060,6.481,6.057,6.200
5679.368,6.392,6.051,6.239
5680.676,6.119,6.045,6.523
5681.984,5.964,6.041,7.274
5683.292,5.980,6.039,8.264
5684.601,6.205,6.038,9.161
5685.910,6.398,6.037,9.618
5687.220,6.393,6.037,10.083
5688.529,5.880,6.037,10.670
5689.839,5.837,6.037,10.826
5691.150,6.387,6.036,10.730
5692.460,6.416,6.033,10.140
5693.771,5.843,6.030,9.145
5695.082,6.316,6.026,8.137
5696.394,6.226,6.021,7.758
5697.706,6.176,6.017,7.373
5699.018,6.133,6.013,7.000
5700.330,5.485,6.007,7.082
5701.643,6.465,5.999,7.253
5702.956,6.300,5.991,6.825
5704.269,5.946,5.987,6.361
5705.583,5.975,5.984,6.252
5706.897,6.157,5.984,6.052
5708.211,6.143,5.983,6.021
5709.525,6.046,5.982,5.960
5710.840,6.005,5.982,6.010
5712.155,5.906,5.982,6.221
5713.471,6.004,5.981,6.526
5714.786,6.222,5.978,6.402
5716.102,6.005,5.975,5.749
5717.419,5.368,5.973,5.942
5718.735,6.122,5.972,5.952
5720.052,6.356,5.969,6.156
5721.370,6.372,5.966,5.788
5722.687,6.470,5.963,5.855
5724.005,6.226,5.960,5.893
5725.323,6.598,5.957,5.883
5726.642,6.023,5.954,5.977
5727.960,5.972,5.951,6.017
5729.279,6.029,5.947,5.630
5730.599,5.968,5.944,5.552
5731.918,6.373,5.942,5.272
5733.238,6.305,5.940,5.580
5734.559,5.462,5.937,5.656
5735.879,6.059,5.933,5.710
5737.200,6.364,5.928,5.369
5738.521,5.752,5.925,5.456
5739.843,5.927,5.922,5.237
5741.165,5.959,5.918,5.333
5742.487,5.920,5.913,5.208
5743.809,6.281,5.909,5.474
5745.132,6.510,5.905,5.653
5746.455,6.234,5.901,5.486
5747.778,5.858,5.898,5.475
5749.102,5.868,5.895,5.274
5750.426,5.891,5.892,5.317
5751.750,6.099,5.890,5.459
5753.075,5.899,5.888,5.376
5754.399,5.645,5.886,5.326
5755.725,6.161,5.884,5.373
5757.050,5.920,5.879,5.393
5758.376,5.800,5.876,5.493
5759.702,5.693,5.872,5.595
5761.028,5.750,5.867,5.679
5762.355,5.939,5.865,5.452
5763.682,5.971,5.865,5.484
5765.009,6.068,5.864,5.772
5766.337,6.286,5.861,5.848
5767.665,5.965,5.859,6.548
5768.993,5.426,5.857,7.696
5770.321,5.464,5.854,8.838
5771.650,6.066,5.849,8.626
5772.979,5.633,5.845,7.298
5774.309,5.715,5.842,6.402
5775.638,6.030,5.837,5.763
5776.969,5.926,5.834,5.503
5778.299,5.676,5.832,5.727
5779.630,5.920,5.830,5.602
5780.960,5.743,5.827,5.624
5782.292,5.463,5.824,5.676
5783.623,5.792,5.820,5.376
5784.955,5.856,5.816,5.466
5786.287,5.532,5.813,5.435
5787.620,5.708,5.811,5.955
5788.953,5.676,5.810,6.415
5790.286,6.378,5.808,7.579
5791.619,6.213,5.805,8.512
5792.953,5.690,5.803,8.281
5794.287,5.699,5.802,6.897
5795.621,5.972,5.802,6.082
5796.956,5.816,5.798,6.030
5798.291,5.707,5.795,6.110
5799.626,6.029,5.792,5.882
5800.962,6.118,5.788,5.624
5802.298,5.843,5.785,5.990
5803.634,5.730,5.784,5.936
5804.970,5.364,5.782,6.020
5806.307,6.397,5.780,5.881
5807.644,6.380,5.779,5.811
5808.982,5.681,5.778,5.967
5810.319,5.380,5.775,5.920
5811.657,5.496,5.770,5.861
5812.996,5.996,5.766,5.886
5814.334,5.578,5.766,5.962
5815.673,5.972,5.764,5.848
5817.013,6.110,5.759,5.747
5818.352,5.839,5.755,5.851
5819.692,6.565,5.754,5.862
5821.032,6.326,5.752,6.105
5822.373,5.478,5.750,5.975
5823.713,5.377,5.748,6.072
5825.055,5.779,5.746,6.085
5826.396,5.971,5.744,6.140
5827.738,5.819,5.742,6.264
5829.080,5.644,5.739,6.165
5830.422,5.399,5.737,6.206
5831.765,5.697,5.734,6.204
5833.108,6.003,5.732,6.350
5834.451,5.779,5.728,6.306
5835.795,5.504,5.726,6.428
5837.139,6.090,5.724,6.338
5838.483,5.705,5.720,6.396
5839.827,5.494,5.716,6.378
5841.172,5.818,5.713,6.440
5842.517,5.997,5.710,6.607
5843.863,5.664,5.708,6.561
5845.208,6.109,5.703,6.605
5846.554,6.101,5.697,6.440
5847.901,6.114,5.692,6.348
5849.248,5.839,5.687,6.497
5850.595,5.461,5.682,6.409
5851.942,5.580,5.678,6.567
5853.289,5.028,5.675,6.642
5854.637,6.175,5.672,6.724
5855.986,5.806,5.671,6.658
5857.334,5.121,5.671,6.659
5858.683,5.524,5.671,6.734
5860.032,5.807,5.671,6.694
5861.382,5.787,5.669,6.703
5862.731,5.987,5.669,6.828
5864.082,5.465,5.668,6.935
5865.432,5.632,5.666,8.129
5866.783,6.300,5.663,10.271
5868.134,5.471,5.659,11.949
5869.485,5.427,5.657,11.402
5870.837,5.792,5.654,9.339
5872.189,5.171,5.651,8.020
5873.541,4.799,5.649,8.023
5874.894,5.345,5.647,7.863
5876.246,5.599,5.643,7.449
5877.600,5.606,5.638,6.949
5878.953,6.115,5.634,6.636
5880.307,6.007,5.627,6.547
5881.661,5.497,5.615,6.526
5883.016,5.524,5.601,6.481
5884.370,6.041,5.587,6.718
5885.725,5.234,5.577,6.723
5887.081,5.631,5.572,7.856
5888.437,4.988,5.569,13.214
5889.793,4.731,5.568,38.905
5891.149,5.868,5.570,67.776
5892.506,6.322,5.574,51.678
5893.863,5.240,5.578,18.250
5895.220,5.289,5.581,17.821
5896.577,6.006,5.585,40.067
5897.935,6.156,5.589,42.270
5899.293,5.440,5.593,20.949
5900.652,5.073,5.594,7.896
5902.011,6.431,5.592,6.814
5903.370,5.438,5.589,7.143
5904.729,5.724,5.585,7.560
5906.089,5.953,5.581,7.582
5907.449,5.089,5.577,8.542
5908.810,5.303,5.574,8.394
5910.170,5.336,5.571,7.528
5911.531,5.012,5.570,7.090
5912.893,5.605,5.568,7.266
5914.254,5.980,5.564,7.919
5915.616,5.250,5.561,10.415
5916.979,4.690,5.561,11.971
5918.341,5.563,5.559,9.806
5919.704,4.995,5.554,7.553
5921.067,5.152,5.550,7.488
5922.431,5.460,5.548,7.569
5923.795,5.319,5.545,7.924
5925.159,5.723,5.543,9.203
5926.523,5.636,5.539,9.648
5927.888,5.624,5.536,8.635
5929.253,5.671,5.534,7.717
5930.619,5.841,5.533,7.987
5931.984,6.014,5.532,8.492
5933.350,5.938,5.531,11.682
5934.717,5.962,5.529,12.895
5936.083,5.547,5.525,10.277
5937.450,5.465,5.521,7.981
5938.818,5.594,5.518,7.760
5940.185,5.688,5.515,7.802
5941.553,5.698,5.511,7.420
5942.922,4.904,5.507,7.201
5944.290,5.411,5.505,7.391
5945.659,5.731,5.503,8.130
5947.028,5.575,5.501,9.316
5948.398,5.225,5.499,8.904
5949.768,4.873,5.498,7.724
5951.138,5.716,5.495,7.440
5952.508,5.879,5.491,8.080
5953.879,5.658,5.487,11.041
5955.250,5.224,5.485,12.267
5956.621,5.112,5.485,9.813
5957.993,5.781,5.484,7.457
5959.365,5.292,5.482,7.335
5960.738,5.337,5.480,7.411
5962.110,5.375,5.477,7.460
5963.483,5.630,5.474,7.474
5964.856,6.051,5.471,7.277
5966.230,5.887,5.470,7.188
5967.604,5.793,5.468,7.167
5968.978,5.355,5.465,7.341
5970.353,5.144,5.460,8.088
5971.728,5.020,5.455,8.686
5973.103,5.114,5.452,8.264
5974.478,5.881,5.450,7.439
5975.854,6.147,5.446,7.330
5977.230,6.652,5.442,8.944
5978.607,6.204,5.439,9.737
5979.984,5.213,5.436,8.664
5981.361,4.803,5.434,7.507
5982.738,5.113,5.432,6.915
5984.116,4.990,5.430,6.942
5985.494,5.607,5.429,6.895
5986.872,5.131,5.428,6.824
5988.251,5.183,5.426,6.767
5989.630,6.105,5.424,6.906
5991.009,5.516,5.423,6.814
5992.389,5.700,5.420,6.779
5993.769,5.474,5.418,6.663
5995.149,5.050,5.415,6.585
5996.530,5.021,5.410,6.656
5997.911,5.497,5.406,7.075
5999.292,5.936,5.403,7.038
6000.674,5.708,5.400,6.807
6002.055,4.695,5.398,6.646
6003.438,5.386,5.395,6.770
6004.820,6.163,5.391,7.685
6006.203,5.691,5.388,7.519
6007.586,5.567,5.387,6.672
6008.970,5.547,5.386,6.213
6010.353,5.490,5.383,6.120
6011.737,6.022,5.379,6.086
6013.122,6.200,5.375,6.062
6014.507,5.389,5.374,6.022
6015.892,4.846,5.371,6.164
6017.277,6.007,5.368,5.899
6018.663,5.259,5.364,5.826
6020.049,5.090,5.362,5.999
6021.435,5.459,5.361,5.948
6022.822,5.467,5.362,5.716
6024.209,5.422,5.361,5.786
6025.596,4.722,5.361,5.957
6026.983,6.030,5.359,5.928
6028.371,5.802,5.356,6.122
6029.760,5.204,5.355,6.262
6031.148,5.552,5.353,6.196
6032.537,5.089,5.350,5.935
6033.926,5.058,5.348,6.251
6035.316,5.073,5.346,6.683
6036.706,5.454,5.343,6.459
6038.096,5.723,5.338,5.909
6039.486,5.570,5.333,5.674
6040.877,5.564,5.330,5.703
6042.268,5.944,5.329,5.726
6043.660,5.593,5.327,5.564
6045.051,5.310,5.324,5.523
6046.444,5.047,5.321,5.609
6047.836,4.932,5.318,5.575
6049.229,5.467,5.316,5.402
6050.622,5.116,5.313,5.455
6052.015,5.493,5.311,5.640
6053.409,5.139,5.310,5.489
6054.803,5.082,5.308,5.397
6056.197,5.932,5.305,5.582
6057.592,5.985,5.302,5.412
6058.987,5.477,5.300,5.444
6060.382,5.085,5.297,5.474
6061.778,5.728,5.294,5.403
6063.174,5.685,5.291,5.663
6064.570,4.751,5.291,5.616
6065.966,5.309,5.292,5.516
6067.363,5.582,5.291,5.551
6068.761,5.540,5.288,5.758
6070.158,6.244,5.286,5.710
6071.556,6.567,5.284,5.332
6072.954,5.836,5.280,5.116
6074.353,5.307,5.275,5.163
6075.751,4.940,5.273,5.319
6077.151,5.509,5.272,5.293
6078.550,5.063,5.270,5.186
6079.950,4.581,5.269,5.300
6081.350,5.204,5.267,5.020
6082.750,5.684,5.264,5.083
6084.151,5.266,5.261,5.053
6085.552,5.468,5.259,5.034
6086.954,5.205,5.257,5.180
6088.355,5.187,5.254,5.246
6089.758,5.691,5.254,5.120
6091.160,5.433,5.252,5.045
6092.563,5.605,5.248,4.928
6093.966,5.111,5.244,4.991
6095.369,5.204,5.240,5.065
6096.773,5.195,5.238,5.266
6098.177,4.531,5.236,5.386
6099.581,4.622,5.233,5.568
6100.986,5.843,5.231,5.384
6102.391,5.467,5.229,4.993
6103.796,5.625,5.229,5.090
6105.201,5.540,5.230,5.429
6106.607,4.697,5.229,5.682
6108.014,5.206,5.225,5.377
6109.420,6.050,5.223,5.247
6110.827,5.499,5.221,5.270
6112.234,4.995,5.217,5.438
6113.642,5.420,5.212,5.565
6115.050,5.701,5.209,5.676
6116.458,4.667,5.206,5.597
6117.867,5.512,5.201,5.263
6119.275,5.386,5.198,5.131
6120.685,4.957,5.195,5.236
6122.094,4.817,5.194,5.130
6123.504,5.000,5.195,4.970
6124.914,5.281,5.194,4.929
6126.325,4.739,5.191,5.200
6127.735,5.140,5.186,5.019
6129.146,5.237,5.183,4.926
6130.558,5.207,5.180,5.041
6131.970,5.500,5.173,4.763
6133.382,5.385,5.165,4.810
6134.794,4.925,5.161,4.924
6136.207,5.153,5.159,5.267
6137.620,5.396,5.156,5.532
6139.033,5.556,5.154,5.844
6140.447,5.423,5.151,6.016
6141.861,4.556,5.149,5.865
6143.276,4.697,5.147,5.655
6144.690,5.505,5.146,6.166
6146.105,5.712,5.145,6.393
6147.521,5.676,5.142,5.566
6148.936,5.463,5.138,4.984
6150.352,4.400,5.133,4.948
6151.769,4.943,5.129,5.191
6153.185,5.432,5.123,5.336
6154.602,5.052,5.119,5.562
6156.020,5.009,5.120,6.040
6157.437,5.541,5.120,5.816
6158.855,5.169,5.119,5.337
6160.274,5.467,5.118,5.214
6161.692,5.195,5.116,6.323
6163.111,4.571,5.115,6.432
6164.530,4.937,5.116,5.792
6165.950,5.664,5.115,4.856
6167.370,4.773,5.111,4.816
6168.790,5.975,5.108,4.730
6170.211,5.347,5.108,5.380
6171.632,4.852,5.109,6.605
6173.053,5.058,5.108,6.413
6174.474,5.243,5.106,5.236
6175.896,5.338,5.105,4.998
6177.319,5.178,5.104,5.478
6178.741,5.193,5.103,5.296
6180.164,5.040,5.101,4.868
6181.587,4.743,5.099,4.772
6183.011,4.949,5.093,4.782
6184.435,5.830,5.086,4.855
6185.859,5.160,5.082,5.073
6187.283,5.389,5.080,4.992
6188.708,5.073,5.079,4.624
6190.133,5.374,5.078,4.581
6191.559,6.187,5.077,4.707
6192.985,4.741,5.077,4.872
6194.411,5.248,5.076,5.001
6195.837,4.663,5.072,4.964
6197.264,4.761,5.069,4.666
6198.691,5.154,5.066,4.763
6200.119,4.850,5.063,4.755
6201.546,4.850,5.062,4.821
6202.975,5.359,5.060,5.782
6204.403,5.484,5.058,6.330
6205.832,5.688,5.056,5.712
6207.261,5.519,5.052,4.682
6208.690,4.948,5.047,4.703
6210.120,5.211,5.043,4.865
6211.550,5.766,5.041,5.071
6212.981,5.047,5.038,5.228
6214.411,4.888,5.034,5.352
6215.842,4.925,5.031,4.973
6217.274,4.715,5.027,4.835
6218.706,5.395,5.025,4.598
6220.138,5.103,5.021,4.583
6221.570,4.686,5.016,5.571
6223.003,4.714,5.012,6.614
6224.436,5.101,5.009,6.181
6225.869,5.216,5.006,5.255
6227.303,4.662,5.002,4.560
6228.737,4.861,4.997,4.420
6230.171,4.894,4.992,4.560
6231.606,5.000,4.989,4.637
6233.041,5.050,4.987,5.086
6234.477,5.083,4.986,7.327
6235.912,5.499,4.985,11.453
6237.348,5.115,4.982,13.879
6238.785,5.393,4.979,11.762
6240.221,5.156,4.976,8.621
6241.658,4.937,4.972,7.731
6243.096,5.175,4.969,7.768
6244.534,4.828,4.968,7.258
6245.972,5.516,4.969,6.279
6247.410,5.311,4.971,5.436
6248.849,5.140,4.971,4.955
6250.288,5.151,4.969,5.131
6251.727,4.895,4.967,4.888
6253.167,4.616,4.966,4.639
6254.607,4.831,4.967,4.438
6256.047,5.466,4.966,4.962
6257.488,5.078,4.964,8.092
6258.929,4.605,4.962,12.368
6260.370,4.681,4.960,11.897
6261.812,4.050,4.957,7.995
6263.254,4.695,4.953,5.671
6264.696,5.041,4.951,6.120
6266.139,4.886,4.949,7.104
6267.582,4.775,4.946,7.317
6269.025,5.102,4.944,6.437
6270.469,5.472,4.938,5.436
6271.913,4.748,4.919,5.115
6273.357,4.280,4.897,4.816
6274.802,4.864,4.889,4.991
6276.247,5.127,4.898,5.548
6277.692,4.572,4.903,6.326
6279.138,4.911,4.907,6.046
6280.584,4.733,4.914,5.366
6282.030,5.048,4.917,4.853
6283.477,4.896,4.914,4.730
6284.924,4.374,4.908,4.994
